method,sample_id,absolute_error,direction,predicted_count,gt_interval_low,gt_interval_high,original_image,mask_image,overlay_image,prediction_json,manifest_json
ImgGen mask,luca_unc_high_mag_006,1,undercount,4,5,15,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_006/20260624_133111/images/original.jpg,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_006/20260624_133111/images/E3_imggen_deterministic_mask.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_006/20260624_133111/images/E3_imggen_deterministic_overlay.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_006/20260624_133111/predictions/E3_imggen_deterministic.json,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_006/20260624_133111/run_manifest.json
ImgGen overlay,luca_unc_high_mag_031,1,overcount,11,2,10,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_031/20260627_131257/images/original.jpg,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_031/20260627_131257/images/E5_imggen_overlay_vlm_mask.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_031/20260627_131257/images/E5_imggen_overlay_vlm_overlay.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_031/20260627_131257/predictions/E5_imggen_overlay_vlm.json,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_031/20260627_131257/run_manifest.json
ImgGen overlay,luca_unc_low_mag_010,1,undercount,30,31,62,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_010/20260627_132627/images/original.jpg,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_010/20260627_132627/images/E5_imggen_overlay_vlm_mask.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_010/20260627_132627/images/E5_imggen_overlay_vlm_overlay.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_010/20260627_132627/predictions/E5_imggen_overlay_vlm.json,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_010/20260627_132627/run_manifest.json
ImgGen overlay,luca_unc_low_mag_006,1,undercount,5,6,150,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_006/20260624_152802/images/original.jpg,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_006/20260624_152802/images/E5_imggen_overlay_vlm_mask.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_006/20260624_152802/images/E5_imggen_overlay_vlm_overlay.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_006/20260624_152802/predictions/E5_imggen_overlay_vlm.json,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_006/20260624_152802/run_manifest.json
ImgGen mask,luca_unc_low_mag_006,1,undercount,5,6,150,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_006/20260624_152802/images/original.jpg,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_006/20260624_152802/images/E3_imggen_deterministic_mask.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_006/20260624_152802/images/E3_imggen_deterministic_overlay.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_006/20260624_152802/predictions/E3_imggen_deterministic.json,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_006/20260624_152802/run_manifest.json
ImgGen mask,luca_unc_low_mag_019,1,overcount,5,2,4,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_019/20260624_160345/images/original.jpg,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_019/20260624_160345/images/E3_imggen_deterministic_mask.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_019/20260624_160345/images/E3_imggen_deterministic_overlay.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_019/20260624_160345/predictions/E3_imggen_deterministic.json,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_019/20260624_160345/run_manifest.json
ImgGen mask,luca_unc_low_mag_039,1,undercount,25,26,61,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_039/20260624_173951/images/original.jpg,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_039/20260624_173951/images/E3_imggen_deterministic_mask.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_039/20260624_173951/images/E3_imggen_deterministic_overlay.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_039/20260624_173951/predictions/E3_imggen_deterministic.json,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_039/20260624_173951/run_manifest.json
ImgGen overlay,luca_unc_low_mag_019,1,overcount,5,2,4,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_019/20260627_141223/images/original.jpg,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_019/20260627_141223/images/E5_imggen_overlay_vlm_mask.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_019/20260627_141223/images/E5_imggen_overlay_vlm_overlay.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_019/20260627_141223/predictions/E5_imggen_overlay_vlm.json,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_019/20260627_141223/run_manifest.json
ImgGen mask,luca_unc_low_mag_013,1,undercount,1,2,5,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_013/20260624_155754/images/original.jpg,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_013/20260624_155754/images/E3_imggen_deterministic_mask.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_013/20260624_155754/images/E3_imggen_deterministic_overlay.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_013/20260624_155754/predictions/E3_imggen_deterministic.json,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_013/20260624_155754/run_manifest.json
ImgGen overlay,luca_unc_high_mag_025,1,overcount,10,2,9,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_025/20260627_125540/images/original.jpg,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_025/20260627_125540/images/E5_imggen_overlay_vlm_mask.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_025/20260627_125540/images/E5_imggen_overlay_vlm_overlay.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_025/20260627_125540/predictions/E5_imggen_overlay_vlm.json,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_025/20260627_125540/run_manifest.json
ImgGen overlay,luca_unc_high_mag_007,1,overcount,12,4,11,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_007/20260624_133343/images/original.jpg,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_007/20260624_133343/images/E5_imggen_overlay_vlm_mask.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_007/20260624_133343/images/E5_imggen_overlay_vlm_overlay.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_007/20260624_133343/predictions/E5_imggen_overlay_vlm.json,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_007/20260624_133343/run_manifest.json
ImgGen overlay,luca_unc_high_mag_005,0,inside interval,12,7,21,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_005/20260624_132846/images/original.jpg,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_005/20260624_132846/images/E5_imggen_overlay_vlm_mask.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_005/20260624_132846/images/E5_imggen_overlay_vlm_overlay.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_005/20260624_132846/predictions/E5_imggen_overlay_vlm.json,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_005/20260624_132846/run_manifest.json
ImgGen overlay,luca_unc_high_mag_008,0,inside interval,4,1,8,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_008/20260624_133613/images/original.jpg,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_008/20260624_133613/images/E5_imggen_overlay_vlm_mask.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_008/20260624_133613/images/E5_imggen_overlay_vlm_overlay.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_008/20260624_133613/predictions/E5_imggen_overlay_vlm.json,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_008/20260624_133613/run_manifest.json
ImgGen mask,luca_unc_high_mag_008,0,inside interval,4,1,8,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_008/20260624_133613/images/original.jpg,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_008/20260624_133613/images/E3_imggen_deterministic_mask.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_008/20260624_133613/images/E3_imggen_deterministic_overlay.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_008/20260624_133613/predictions/E3_imggen_deterministic.json,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_008/20260624_133613/run_manifest.json
ImgGen mask,luca_unc_high_mag_005,0,inside interval,11,7,21,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_005/20260624_132846/images/original.jpg,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_005/20260624_132846/images/E3_imggen_deterministic_mask.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_005/20260624_132846/images/E3_imggen_deterministic_overlay.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_005/20260624_132846/predictions/E3_imggen_deterministic.json,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_005/20260624_132846/run_manifest.json
ImgGen overlay,luca_unc_high_mag_009,0,inside interval,7,4,10,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_009/20260624_133937/images/original.jpg,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_009/20260624_133937/images/E5_imggen_overlay_vlm_mask.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_009/20260624_133937/images/E5_imggen_overlay_vlm_overlay.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_009/20260624_133937/predictions/E5_imggen_overlay_vlm.json,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_009/20260624_133937/run_manifest.json
ImgGen overlay,luca_unc_high_mag_026,0,inside interval,7,6,15,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_026/20260627_125807/images/original.jpg,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_026/20260627_125807/images/E5_imggen_overlay_vlm_mask.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_026/20260627_125807/images/E5_imggen_overlay_vlm_overlay.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_026/20260627_125807/predictions/E5_imggen_overlay_vlm.json,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_026/20260627_125807/run_manifest.json
ImgGen mask,luca_unc_high_mag_026,0,inside interval,9,6,15,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_026/20260624_143716/images/original.jpg,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_026/20260624_143716/images/E3_imggen_deterministic_mask.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_026/20260624_143716/images/E3_imggen_deterministic_overlay.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_026/20260624_143716/predictions/E3_imggen_deterministic.json,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_026/20260624_143716/run_manifest.json
ImgGen mask,luca_unc_high_mag_025,0,inside interval,7,2,9,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_025/20260624_143622/images/original.jpg,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_025/20260624_143622/images/E3_imggen_deterministic_mask.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_025/20260624_143622/images/E3_imggen_deterministic_overlay.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_025/20260624_143622/predictions/E3_imggen_deterministic.json,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_025/20260624_143622/run_manifest.json
ImgGen mask,luca_unc_high_mag_023,0,inside interval,18,8,25,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_023/20260624_143415/images/original.jpg,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_023/20260624_143415/images/E3_imggen_deterministic_mask.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_023/20260624_143415/images/E3_imggen_deterministic_overlay.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_023/20260624_143415/predictions/E3_imggen_deterministic.json,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_023/20260624_143415/run_manifest.json
ImgGen overlay,luca_unc_high_mag_023,0,inside interval,20,8,25,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_023/20260627_124554/images/original.jpg,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_023/20260627_124554/images/E5_imggen_overlay_vlm_mask.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_023/20260627_124554/images/E5_imggen_overlay_vlm_overlay.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_023/20260627_124554/predictions/E5_imggen_overlay_vlm.json,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_023/20260627_124554/run_manifest.json
ImgGen mask,luca_unc_high_mag_020,0,inside interval,7,4,12,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_020/20260624_143123/images/original.jpg,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_020/20260624_143123/images/E3_imggen_deterministic_mask.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_020/20260624_143123/images/E3_imggen_deterministic_overlay.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_020/20260624_143123/predictions/E3_imggen_deterministic.json,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_020/20260624_143123/run_manifest.json
ImgGen overlay,luca_unc_high_mag_020,0,inside interval,11,4,12,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_020/20260627_123201/images/original.jpg,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_020/20260627_123201/images/E5_imggen_overlay_vlm_mask.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_020/20260627_123201/images/E5_imggen_overlay_vlm_overlay.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_020/20260627_123201/predictions/E5_imggen_overlay_vlm.json,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_020/20260627_123201/run_manifest.json
ImgGen overlay,luca_unc_high_mag_021,0,inside interval,14,6,16,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_021/20260627_123817/images/original.jpg,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_021/20260627_123817/images/E5_imggen_overlay_vlm_mask.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_021/20260627_123817/images/E5_imggen_overlay_vlm_overlay.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_021/20260627_123817/predictions/E5_imggen_overlay_vlm.json,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_021/20260627_123817/run_manifest.json
ImgGen overlay,luca_unc_high_mag_014,0,inside interval,7,6,15,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_014/20260624_135814/images/original.jpg,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_014/20260624_135814/images/E5_imggen_overlay_vlm_mask.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_014/20260624_135814/images/E5_imggen_overlay_vlm_overlay.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_014/20260624_135814/predictions/E5_imggen_overlay_vlm.json,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_014/20260624_135814/run_manifest.json
ImgGen overlay,luca_unc_high_mag_013,0,inside interval,13,10,22,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_013/20260624_135434/images/original.jpg,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_013/20260624_135434/images/E5_imggen_overlay_vlm_mask.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_013/20260624_135434/images/E5_imggen_overlay_vlm_overlay.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_013/20260624_135434/predictions/E5_imggen_overlay_vlm.json,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_013/20260624_135434/run_manifest.json
ImgGen mask,luca_unc_high_mag_015,0,inside interval,9,4,17,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_015/20260624_140202/images/original.jpg,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_015/20260624_140202/images/E3_imggen_deterministic_mask.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_015/20260624_140202/images/E3_imggen_deterministic_overlay.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_015/20260624_140202/predictions/E3_imggen_deterministic.json,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_015/20260624_140202/run_manifest.json
ImgGen overlay,luca_unc_high_mag_015,0,inside interval,9,4,17,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_015/20260624_140202/images/original.jpg,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_015/20260624_140202/images/E5_imggen_overlay_vlm_mask.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_015/20260624_140202/images/E5_imggen_overlay_vlm_overlay.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_015/20260624_140202/predictions/E5_imggen_overlay_vlm.json,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_015/20260624_140202/run_manifest.json
ImgGen overlay,luca_unc_high_mag_016,0,inside interval,14,7,16,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_016/20260624_140420/images/original.jpg,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_016/20260624_140420/images/E5_imggen_overlay_vlm_mask.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_016/20260624_140420/images/E5_imggen_overlay_vlm_overlay.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_016/20260624_140420/predictions/E5_imggen_overlay_vlm.json,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_016/20260624_140420/run_manifest.json
ImgGen mask,luca_unc_high_mag_016,0,inside interval,14,7,16,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_016/20260624_140420/images/original.jpg,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_016/20260624_140420/images/E3_imggen_deterministic_mask.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_016/20260624_140420/images/E3_imggen_deterministic_overlay.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_016/20260624_140420/predictions/E3_imggen_deterministic.json,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_016/20260624_140420/run_manifest.json
ImgGen overlay,luca_unc_high_mag_017,0,inside interval,3,2,6,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_017/20260624_140946/images/original.jpg,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_017/20260624_140946/images/E5_imggen_overlay_vlm_mask.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_017/20260624_140946/images/E5_imggen_overlay_vlm_overlay.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_017/20260624_140946/predictions/E5_imggen_overlay_vlm.json,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_017/20260624_140946/run_manifest.json
ImgGen mask,luca_unc_high_mag_017,0,inside interval,3,2,6,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_017/20260624_140946/images/original.jpg,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_017/20260624_140946/images/E3_imggen_deterministic_mask.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_017/20260624_140946/images/E3_imggen_deterministic_overlay.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_017/20260624_140946/predictions/E3_imggen_deterministic.json,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_017/20260624_140946/run_manifest.json
ImgGen mask,luca_unc_high_mag_012,0,inside interval,12,7,15,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_012/20260624_135142/images/original.jpg,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_012/20260624_135142/images/E3_imggen_deterministic_mask.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_012/20260624_135142/images/E3_imggen_deterministic_overlay.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_012/20260624_135142/predictions/E3_imggen_deterministic.json,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_012/20260624_135142/run_manifest.json
ImgGen overlay,luca_unc_high_mag_012,0,inside interval,14,7,15,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_012/20260624_135142/images/original.jpg,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_012/20260624_135142/images/E5_imggen_overlay_vlm_mask.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_012/20260624_135142/images/E5_imggen_overlay_vlm_overlay.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_012/20260624_135142/predictions/E5_imggen_overlay_vlm.json,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_012/20260624_135142/run_manifest.json
